Unnamed: 0,contract,category,clause_text,word_count
2507,N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT,Uncapped Liability,"EXCEPT UNDER SECTION 13(c) and (d), IN NO EVENT WILL EITHER                   PARTY BE LIABLE TO THE OTHER FOR ANY SPECIAL, INCIDENTAL OR                   CONSEQUENTIAL DAMAGES, WHETHER BASED ON BREACH OF CONTRACT,                   TORT (INCLUDING NEGLIGENCE) OR OTHERWISE, WHETHER OR NOT THAT                   PARTY HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGE.",49
4740,PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement,Anti-Assignment,"Notwithstanding any of the foregoing, without the consent of PB, which consent may be withheld in PB's sole discretion, SFJ shall not sell, assign, sublicense or otherwise transfer this Agreement to an entity whose primary business is the development or commercialization of pharmaceutical or biotechnology products prior to the date of Program Transfer.",53
2504,N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT,Affiliate License-Licensee,"Subject to the terms and conditions of this                   Agreement, Sponsor hereby grants to Excite a royalty-free,                   non-exclusive, worldwide license to use, reproduce,                   distribute, transmit and publicly display the Content in                   accordance with this Agreement and to sub-license the Content                   to Excite's wholly-owned subsidiaries or to joint ventures in                   which Excite participates for the sole purpose of using,                   reproducing, distributing, transmitting and publicly                   displaying the Content in accordance with this Agreement",70
11314,ElPolloLocoHoldingsInc_20200306_10-K_EX-10.16_12041700_EX-10.16_Development Agreement,Governing Law,"This Agreement, after review by Developer and El Pollo Loco, was accepted in the state in which Franchisor's then-current headquarters (currently the State of California) is located and shall be governed by and construed in accordance with the laws of such state, except that the provisions in Section 20.1 covering competition following the expiration, termination or assignment of this Agreement shall be governed by the laws of the state in which the breach occurs.",74
7952,RandWorldwideInc_20010402_8-KA_EX-10.2_2102464_EX-10.2_Co-Branding Agreement,Revenue/Profit Sharing,"As financial consideration under this Agreement, Net Revenue will be shared by the parties as follows:

                 (a)   For so long as PlanetCAD hosts the Co-Branded Service,                         during which time PlanetCAD shall be the Billing Party,                         all Net Revenue derived from sales of the Co-Branded                         Service to Dassault Systemes Customers shall be                         apportioned [REDACTED AMOUNT] percent ([REDACTED AMOUNT]%) to Dassault Systems                         and [REDACTED AMOUNT] percent ([REDACTED AMOUNT]%) to PlanetCAD.",64
7250,LifewayFoodsInc_20160316_10-K_EX-10.24_9489766_EX-10.24_Endorsement Agreement,Unlimited/All-You-Can-Eat-License,"Individual grants Lifeway together with its affiliates, subsidiaries, parent companies and their representatives and employees have an unlimited, perpetual, non-exclusive, worldwide and, except as set forth in Section 9, royalty-free, right to use, reuse, publish, reproduce, perform, copy, create derivative works, exhibit, broadcast, and display throughout the world the name, image and likeness of Individual in Marketing Materials (as defined below) in connection with marketing, advertising or otherwise promoting the Lifeway products and/or services and for historical reference and display purposes and other internal purposes, including without limitation, internal sales meetings.",91
8623,BIOFRONTERAAG_04_29_2019-EX-4.17-SUPPLY AGREEMENT,Insurance,"In addition, if and for so long as Supplier utilizes any subcontractor(s) or agents to provide services hereunder, Supplier will use its commercially reasonable efforts to cause each such subcontractor to hold, at least, the minimum insurance coverages listed above.",40
4652,MorganStanleyDirectLendingFund_20191119_10-12GA_EX-10.5_11898508_EX-10.5_Trademark License Agreement,Change Of Control,"For the avoidance of doubt, a merger, change of control, reorganization or sale of all or substantially all of the stock of Licensee shall be deemed an ""assignment"" requiring the above consent, regardless of whether Licensee is the surviving entity or whether such transaction constitutes an assignment under applicable law.",50
6687,ExactSciencesCorp_20180822_8-K_EX-10.1_11331629_EX-10.1_Promotion Agreement,Exclusivity,"Commencing on the Launch Date, Exact and its Affiliates hereby grant to Pfizer and its Affiliates, on an exclusive basis for the Co-Promote Field (except as to Exact and its Affiliates), and Pfizer accepts, the right and obligation to Promote and Detail the Product in the Territory during the Term jointly with Exact, in accordance with the terms and conditions of this Agreement, all Applicable Laws and the applicable Annual Marketing Plan.",72
4846,EdietsComInc_20001030_10QSB_EX-10.4_2606646_EX-10.4_Co-Branding Agreement,Renewal Term,"This agreement shall automatically renew for additional successive terms of twelve (12) months each at the end of the Initial Term (""Renewal Terms""), unless either party notifies the other in writing at least sixty (60) days prior to the end of the Initial Term.",44
7261,"LEGACYTECHNOLOGYHOLDINGS,INC_12_09_2005-EX-10.2-DISTRIBUTOR AGREEMENT",Renewal Term,The  term of this  Agreement  shall  be two (2)  years  from the          Effective  Date with  automatic  annual  renewals  thereafter  provided          either  party does not provide  sixty (60) days  notice of  termination          prior to the renewal date or the Agreement is not otherwise  terminated          as set forth in Section 8.,49
10595,PHLVARIABLEINSURANCECOCT_08_17_2009-EX-10.1-STRATEGIC ALLIANCE AGREEMENT,Termination For Convenience,"This Agreement may be terminated by either the PHL Parties, on the one hand, or ICC, on the other,  with respect to Certificates that have not been issued as of the effective date of termination in the following manner:",39
7915,MOSSIMOINC_04_14_2000-EX-10.14-ENDORSEMENT AGREEMENT,Liquidated Damages,"In the event Duval does not meet                   the Minimum Annual Performance Requirements for a Contract                   Year, $375,000 of the Additional License Fee will be deemed to                   be unearned.",28
9473,"FIDELITYNATIONALINFORMATIONSERVICES,INC_08_05_2009-EX-10.3-INTELLECTUAL PROPERTY AGREEMENT",License Grant,"Without limiting the foregoing, Certegy hereby grants, and will cause





the other members of the Certegy Group to grant, to Equifax a fully paid, non- exclusive, perpetual, worldwide, transferable license to use, modify, improve, create Derivative Works from, and sublicense, the Utility Software Programs (in both object and source code format) identified on Exhibit L as being owned by Certegy or a member of the Certegy Group for any and all fields of use and to any and all Person",80
5515,ReynoldsConsumerProductsInc_20200121_S-1A_EX-10.22_11948918_EX-10.22_Service Agreement,Governing Law,"This Agreement shall be governed in all respects, including as to validity, interpretation and effect, by the Laws of the State of Illinois, without giving effect to its principles or rules of conflict of laws, to the extent such principles or rules are not mandatorily applicable by statute and would permit or require the application of the Laws of another jurisdiction.",61
9488,"FIDELITYNATIONALINFORMATIONSERVICES,INC_08_05_2009-EX-10.3-INTELLECTUAL PROPERTY AGREEMENT",Affiliate License-Licensor,"Equifax hereby grants, and will cause the other members of the Equifax Group to grant, to Certegy a fully paid, non-exclusive, perpetual, worldwide, non-transferable license to use, modify, copy, improve, create Derivative Works and Certegy Enhancements from, and sublicense the Licensed Equifax Materials (excluding the Utility Software Programs) solely for use in the Certegy Business and as that business may evolve and change in the future, subject to the following:

          (i)   Certegy shall not sublicense, or otherwise disclose or                 distribute, or permit any Person to use, the Licensed Equifax                 Materials (excluding the Utility Software Programs), except in                 accordance with Section 4.1(b);

          (ii)  Certegy shall hold the Licensed Equifax Materials (excluding the                 Utility Software Programs) in strict confidence; will not remove                 or destroy any proprietary markings of the Equifax Group on or                 contained in the Licensed Equifax Materials (excluding the                 Utility",140
2071,FreezeTagInc_20180411_8-K_EX-10.1_11139603_EX-10.1_Sponsorship Agreement,Governing Law,"This Agreement is subject to and shall be construed in accordance with the laws of the Commonwealth of Virginia with jurisdiction and venue in federal and Virginia courts in Alexandria and Arlington, Virginia.",33
4637,GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT,Minimum Commitment,"In the event that Excite has not delivered XXXXXXXXXXXXXXXX             clickthroughs to the Client Site by the end of twelve (12) months             after the Launch Date, the first year of the term of the Agreement             will be extended without additional sponsorship and advertising fees             for up to an additional four (4) months.",51
3378,DigitalCinemaDestinationsCorp_20111220_S-1_EX-10.10_7346719_EX-10.10_Affiliate Agreement,Cap On Liability,"EXCEPT IN CONNECTION WITH A BREACH OF ARTICLE XIII OF THIS AGREEMENT AND WITH THE EXCEPTION OF  THE INDEMNIFICATION OBLIGATIONS OF THE PARTIES UNDER ARTICLE X, IN NO EVENT SHALL EITHER PARTY BE LIABLE TO THE  OTHER PARTY OR ANY OTHER PERSON OR ENTITY FOR ANY INDIRECT, INCIDENTAL, CONSEQUENTIAL, SPECIAL, PUNITIVE,  EXEMPLARY, OR EXTRA-CONTRACTUAL DAMAGES OF ANY KIND WHATSOEVER ARISING FROM OR CONNECTED WITH THIS  AGREEMENT, INCLUDING, BUT NOT LIMITED TO, LOST PROFITS, LOST REVENUES, OR LOSS OF BUSINESS, REGARDLESS OF LEGAL  THEORY, WHETHER OR NOT FORESEEABLE, EVEN IF EITHER PARTY HERETO HAS BEEN ADVISED OF THE POSSIBILITY OR  PROBABILITY OF SUCH DAMAGES AND EVEN IF THE REMEDIES OTHERWISE PROVIDED BY THIS AGREEMENT FAIL OF THEIR  ESSENTIAL PURPOSE.",118
